,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths,Month-Year,Date Shifted,Confirmed Daily,Recovered Daily,Deaths Daily
26825,"Shelby County, TN",US,35.1269,-89.9253,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26826,"St. Louis County, MO",US,38.6103,-90.4125,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26827,"Suffolk County, NY",US,40.9849,-72.6151,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26828,"Ulster County, NY",US,41.8586,-74.3118,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26829,"Volusia County, FL",US,29.028,-81.0755,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26830,"Fairfax County, VA",US,38.9085,-77.2405,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26831,"Rockingham County, NH",US,42.9931,-71.0498,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26832,"Washington, D.C.",US,38.9072,-77.0369,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26833,"Montgomery County, PA",US,40.229,-75.3879,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26834,"Alameda County, CA",US,37.6017,-121.7195,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26835,"Broward County, FL",US,26.1901,-80.3659,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26836,"Lee County, FL",US,26.663,-81.9535,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26837,"Pinal County, AZ",US,32.8162,-111.2845,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26838,"Rockland County, NY",US,41.1489,-73.983,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26839,"Saratoga County, NY",US,43.0324,-73.936,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26840,"Charleston County, SC",US,32.7957,-79.7848,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26841,"Clark County, WA",US,45.7466,-122.5194,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26842,"Cobb County, GA",US,33.8999,-84.5641,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26843,"Davis County, UT",US,40.9629,-112.0953,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26844,"El Paso County, CO",US,38.9108,-104.4723,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26845,"Honolulu County, HI",US,21.307,-157.8584,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26846,"Jackson County, OR ",US,42.3345,-122.7647,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26847,"Jefferson County, WA",US,47.7425,-123.304,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26848,"Kershaw County, SC",US,34.3672,-80.5883,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26849,"Klamath County, OR",US,42.6953,-121.6142,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26850,"Madera County, CA",US,37.2519,-119.6963,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26851,"Pierce County, WA",US,47.0676,-122.1295,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26852,"Tulsa County, OK",US,36.1593,-95.941,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26853,"Douglas County, CO",US,39.2587,-104.9389,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26854,"Providence County, RI",US,41.8882,-71.4774,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26855,"Chatham County, NC",US,35.7211,-79.1781,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26856,"Delaware County, PA",US,39.9078,-75.3879,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26857,"Douglas County, NE",US,41.3148,-96.1951,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26858,"Fayette County, KY",US,38.0606,-84.4803,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26859,"Marion County, IN",US,39.8362,-86.1752,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26860,"Middlesex County, MA",US,42.4672,-71.2874,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26861,"Nassau County, NY",US,40.6546,-73.5594,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26862,"Ramsey County, MN",US,44.9964,-93.0616,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26863,"Washoe County, NV",US,40.5608,-119.6035,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26864,"Wayne County, PA",US,41.6739,-75.2479,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26865,"Yolo County, CA",US,38.7646,-121.9018,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26866,"Santa Clara County, CA",US,37.3541,-121.9552,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26867,"Clark County, NV",US,36.0796,-115.094,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26868,"Fort Bend County, TX",US,29.5693,-95.8143,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26869,"Grant County, WA",US,47.1981,-119.3732,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26870,"Santa Rosa County, FL",US,30.769,-86.9824,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26871,"Williamson County, TN",US,35.9179,-86.8622,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26872,"New York County, NY",US,40.7128,-74.006,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26873,"Montgomery County, MD",US,39.1547,-77.2405,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26874,"Suffolk County, MA",US,42.3601,-71.0589,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26875,"Denver County, CO",US,39.7392,-104.9903,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26876,"Summit County, CO",US,39.5912,-106.064,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26877,"Bergen County, NJ",US,40.9263,-74.077,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26878,"Harris County, TX",US,29.7752,-95.3103,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26879,"San Francisco County, CA",US,37.7749,-122.4194,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26880,"Contra Costa County, CA",US,37.8534,-121.9018,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26881,"Orange County, CA",US,33.7879,-117.8531,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26882,"Norfolk County, MA",US,42.1767,-71.1449,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26883,"Maricopa County, AZ",US,33.2918,-112.4291,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26884,"Wake County, NC",US,35.8032,-78.5661,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26885,"Westchester County, NY",US,41.122,-73.7949,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26886,"Grafton County, NH",US,43.9088,-71.82600000000001,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26887,"Hillsborough, FL",US,27.9904,-82.3018,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26888,"Placer County, CA",US,39.0916,-120.8039,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26889,"San Mateo, CA",US,37.563,-122.3255,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26890,"Sonoma County, CA",US,38.578,-122.9888,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26891,"Umatilla, OR",US,45.775,-118.7606,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26892,"Fulton County, GA",US,33.8034,-84.3963,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26893,"Washington County, OR",US,45.547,-123.1386,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26894,"Snohomish County, WA",US,48.033,-121.8339,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26895,"Humboldt County, CA",US,40.745,-123.8695,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26896,"Sacramento County, CA",US,38.4747,-121.3542,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26897,"San Diego County, CA",US,32.7157,-117.1611,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26898,"San Benito, CA",US,36.5761,-120.9876,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26899,"Los Angeles, CA",US,34.0522,-118.2437,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26900,"King County, WA",US,47.6062,-122.3321,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26901,"Cook County, IL",US,41.7377,-87.6976,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26902,"Skagit, WA",US,48.4242,-121.7114,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26903,"Thurston, WA",US,46.8646,-122.7696,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26904,"Island, WA",US,48.1976,-122.5795,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26905,"Whatcom, WA",US,48.8787,-121.9719,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26906,"Marin, CA",US,38.0834,-122.7633,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26907,"Calaveras, CA",US,38.196,-120.6805,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26908,"Stanislaus, CA",US,37.5091,-120.9876,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26909,"San Joaquin, CA",US,36.6066,-120.189,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26910,"Essex, MA",US,42.632,-70.7829,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26911,"Charlton, GA",US,30.7917,-82.0843,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26912,"Collier, FL",US,26.07,-81.4279,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26913,"Pinellas, FL",US,27.8764,-82.7779,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26914,"Alachua, FL",US,29.7938,-82.4944,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26915,"Nassau, FL",US,30.5927,-81.8224,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26916,"Pasco, FL",US,28.3232,-82.4319,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26917,"Dallas, TX",US,32.7767,-96.797,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26918,"Tarrant, TX",US,32.7732,-97.3517,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26919,"Montgomery, TX",US,30.3883,-95.6963,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26920,"Middlesex, NJ",US,40.5726,-74.4927,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26921,"Jefferson, CO",US,39.58,-105.2663,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26922,"Multnomah, OR",US,45.5146,-122.5863,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26923,"Polk, OR",US,44.9267,-123.4919,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26924,"Deschutes, OR",US,43.8325,-121.2617,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26925,"McHenry, IL",US,42.3334,-88.2668,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26926,"Lake, IL",US,42.3689,-87.8272,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26927,"Bucks, PA",US,40.4108,-75.2479,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26928,"Hanover, VA",US,37.7772,-77.5161,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26929,"Lancaster, SC",US,34.7253,-80.6771,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26930,"Sullivan, TN",US,36.4933,-82.3452,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26931,"Johnson, IN",US,39.4638,-86.1345,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26932,"Howard, IN",US,40.4483,-86.1345,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26933,"St. Joseph, IN",US,41.6228,-86.3377,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26934,"Knox, NE",US,42.6712,-97.8722,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26935,"Stark, OH",US,40.8685,-81.2519,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26936,"Anoka, MN",US,45.3293,-93.2197,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26937,"Olmsted, MN",US,43.9952,-92.3814,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26938,"Summit, UT",US,40.8298,-110.9984,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26939,"Fairfield, CT",US,41.256,-73.3709,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26940,"Litchfield, CT",US,41.7866,-73.2765,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26941,"Orleans, LA",US,29.9511,-90.0715,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26942,"Pennington, SD",US,43.8901,-102.2548,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26943,"Beadle, SD",US,44.4797,-98.2213,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26944,"Charles Mix, SD",US,43.0985,-98.3965,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26945,"Davison, SD",US,43.7242,-98.2213,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26946,"Minnehaha, SD",US,43.6632,-96.8351,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26947,"Bon Homme, SD",US,42.9815,-97.8722,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26948,"Socorro, NM",US,33.8837,-106.7235,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26949,"Bernalillo, NM",US,35.0178,-106.6291,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26950,"Oakland, MI",US,42.5922,-83.3362,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26951,"Wayne, MI",US,42.2791,-83.3362,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26952,"New Castle, DE",US,39.5393,-75.6674,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26953,Cuba,Cuba,22.0,-80.0,2020-03-15,4.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26954,Guyana,Guyana,5.0,-58.75,2020-03-15,4.0,0.0,1.0,Mar-2020,2020-03-16,3.0,0.0,0.0
26955,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26956,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-03-15,1140.0,18.0,21.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26957,Kazakhstan,Kazakhstan,48.0196,66.9237,2020-03-15,9.0,0.0,0.0,Mar-2020,2020-03-16,3.0,0.0,0.0
26958,French Polynesia,France,-17.6797,149.4068,2020-03-15,3.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26959,Manitoba,Canada,53.7609,-98.8139,2020-03-15,4.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26960,Saskatchewan,Canada,52.9399,-106.4509,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26961,Ethiopia,Ethiopia,9.145,40.4897,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26962,Sudan,Sudan,12.8628,30.2176,2020-03-15,1.0,0.0,1.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26963,Guinea,Guinea,9.9456,-9.6966,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26964,Grand Princess,Canada,37.6489,-122.6655,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26965,Kenya,Kenya,-0.0236,37.9062,2020-03-15,3.0,0.0,0.0,Mar-2020,2020-03-16,2.0,0.0,0.0
26966,Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26967,Alabama,US,32.3182,-86.9023,2020-03-15,12.0,0.0,0.0,Mar-2020,2020-03-16,6.0,0.0,0.0
26968,Uruguay,Uruguay,-32.5228,-55.7658,2020-03-15,4.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26969,Ghana,Ghana,7.9465,-1.0232,2020-03-15,6.0,0.0,0.0,Mar-2020,2020-03-16,3.0,0.0,0.0
26970,Puerto Rico,US,18.2208,-66.5901,2020-03-15,5.0,0.0,0.0,Mar-2020,2020-03-16,2.0,0.0,0.0
26971,Namibia,Namibia,-22.9576,18.4904,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26972,Seychelles,Seychelles,-4.6796,55.492,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26973,Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26974,Venezuela,Venezuela,6.4238,-66.5897,2020-03-15,10.0,0.0,0.0,Mar-2020,2020-03-16,8.0,0.0,0.0
26975,Eswatini,Eswatini,-26.5225,31.4659,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26976,Gabon,Gabon,-0.8037,11.6094,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26977,Guatemala,Guatemala,15.7835,-90.2308,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26978,Mauritania,Mauritania,21.0079,10.9408,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26979,Rwanda,Rwanda,-1.9403,29.8739,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26980,Saint Lucia,Saint Lucia,13.9094,-60.9789,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26981,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26982,Suriname,Suriname,3.9193,-56.0278,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26983,French Guiana,France,3.9339,-53.1258,2020-03-15,7.0,0.0,0.0,Mar-2020,2020-03-16,2.0,0.0,0.0
26984,Guam,US,13.4443,144.7937,2020-03-15,3.0,0.0,0.0,Mar-2020,2020-03-16,3.0,0.0,0.0
26985,Kosovo,Kosovo,42.6026,20.903,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,2.0,0.0,0.0
26986,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26987,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26988,Central African Republic,Central African Republic,6.6111,20.9394,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26989,Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26990,Equatorial Guinea,Equatorial Guinea,1.5,10.0,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26991,Mayotte,France,-12.8275,45.1662,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26992,Uzbekistan,Uzbekistan,41.3775,64.5853,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
26993,Netherlands,Netherlands,52.1326,5.2913,2020-03-15,1135.0,2.0,20.0,Mar-2020,2020-03-16,176.0,0.0,8.0
26994,Nova Scotia,Canada,44.682,-63.7443,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26995,Guadeloupe,France,16.25,-61.5833,2020-03-15,3.0,0.0,0.0,Mar-2020,2020-03-16,2.0,0.0,0.0
26996,Benin,Benin,9.3077,2.3158,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26997,Liberia,Liberia,6.4281,-9.4295,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26998,Curacao,Netherlands,12.1696,-68.99,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
26999,Somalia,Somalia,5.1521,46.1996,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27000,Tanzania,Tanzania,-6.369,34.8888,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27001,Virgin Islands,US,18.3358,-64.8963,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27002,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-15,1.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27003,Reunion,France,-21.1351,55.2471,2020-03-15,7.0,0.0,0.0,Mar-2020,2020-03-16,1.0,0.0,0.0
27004,Barbados,Barbados,13.1939,-59.5432,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27005,Montenegro,Montenegro,42.5,19.3,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27006,Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27007,Mauritius,Mauritius,-20.2,57.5,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27008,Aruba,Netherlands,12.5186,-70.0358,2020-03-15,2.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27009,Zambia,Zambia,-15.4167,28.2833,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27010,Djibouti,Djibouti,11.8251,42.5903,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27011,"Gambia, The","Gambia, The",13.4432,-15.3101,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27012,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27013,"Bahamas, The","Bahamas, The",25.0343,-77.3963,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27014,Greenland,Denmark,71.7069,-42.6043,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27015,New Caledonia,France,-20.9043,165.618,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27016,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27017,Chad,Chad,15.4542,18.7322,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27018,El Salvador,El Salvador,13.7942,-88.8965,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27019,Fiji,Fiji,-17.7134,178.065,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
27020,Nicaragua,Nicaragua,12.8654,-85.2072,2020-03-15,0.0,0.0,0.0,Mar-2020,2020-03-16,0.0,0.0,0.0
